time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-04T18:05:55.910Z,35.7266667,-117.5165,8.96,2.61,ml,18,143,0.1106,0.19,ci,ci37223228,2019-08-21T22:08:22.862Z,"11km WSW of Searles Valley, CA",earthquake,0.38,1.45,0.105,10,reviewed,ci,ci
2019-07-04T18:06:16.110Z,35.6606667,-117.523,2.14,3.79,mlr,47,61,0.08905,0.16,ci,ci38443383,2019-09-26T14:30:10.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.14,0.37,0.128,33,reviewed,ci,ci
2019-07-04T18:06:51.050Z,35.6931667,-117.462,11.56,2.6,ml,13,174,0.1064,0.15,ci,ci37223236,2019-08-22T00:17:54.465Z,"10km SSW of Searles Valley, CA",earthquake,0.6,0.96,0.104,4,reviewed,ci,ci
2019-07-04T18:07:09.270Z,35.5991667,-117.6101667,2.12,3.51,mlr,42,37,0.1213,0.18,ci,ci38443391,2022-06-16T17:42:42.698Z,"6km ESE of Ridgecrest, CA",earthquake,0.16,0.31,0.165,49,reviewed,ci,ci
2019-07-04T18:07:10.910Z,35.6508333,-117.542,2.77,3.49,ml,15,145,0.09137,0.12,ci,ci37223244,2019-08-22T00:36:36.328Z,"12km ENE of Ridgecrest, CA",earthquake,0.21,0.56,0.143,6,reviewed,ci,ci
2019-07-04T18:07:20.290Z,35.5688333,-117.6365,6.67,3.02,ml,17,121,0.09656,0.2,ci,ci37259964,2020-02-18T19:26:35.760Z,"7km SSE of Ridgecrest, CA",earthquake,0.3,0.9,0.222,4,reviewed,ci,ci
2019-07-04T18:07:50.810Z,35.7295,-117.533,7.25,2.55,ml,20,139,0.1008,0.14,ci,ci37223252,2019-08-22T00:45:59.891Z,"12km WSW of Searles Valley, CA",earthquake,0.27,1.05,0.099,12,reviewed,ci,ci
2019-07-04T18:08:33.160Z,35.6678333,-117.5061667,2.27,3.38,ml,35,62,0.08871,0.15,ci,ci38443407,2019-09-26T14:31:14.040Z,"14km SW of Searles Valley, CA",earthquake,0.19,0.59,0.147,80,reviewed,ci,ci
2019-07-04T18:08:45.070Z,35.7108333,-117.4768333,1.17,3.55,ml,29,108,0.1246,0.16,ci,ci37223308,2019-09-26T14:31:14.040Z,"9km SW of Searles Valley, CA",earthquake,0.22,0.51,0.123,216,reviewed,ci,ci
2019-07-04T18:09:33.270Z,35.5988333,-117.5946667,4.46,2.32,ml,7,149,0.1087,0.07,ci,ci37223316,2019-08-22T20:05:44.129Z,"8km ESE of Ridgecrest, CA",earthquake,0.22,0.64,0.18,5,reviewed,ci,ci
2019-07-04T18:10:10.340Z,35.731,-117.522,10.53,2.24,ml,23,87,0.1045,0.14,ci,ci37223332,2019-08-22T20:17:04.429Z,"11km WSW of Searles Valley, CA",earthquake,0.25,0.57,0.148,13,reviewed,ci,ci
2019-07-04T18:10:32.710Z,35.6598333,-117.5348333,10.25,3.46,ml,43,44,0.09411,0.14,ci,ci38443415,2019-09-26T14:30:10.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.14,0.32,0.13,27,reviewed,ci,ci
2019-07-04T18:10:54.360Z,35.6956667,-117.5145,2.31,2.39,ml,9,160,0.117,0.14,ci,ci37223340,2019-08-22T20:38:46.523Z,"13km SW of Searles Valley, CA",earthquake,0.88,0.49,0.023,5,reviewed,ci,ci
2019-07-04T18:11:22.870Z,35.6003333,-117.5951667,7.33,2.69,ml,29,87,0.1092,0.16,ci,ci38443423,2019-08-22T20:46:34.360Z,"8km ESE of Ridgecrest, CA",earthquake,0.2,1.04,0.165,24,reviewed,ci,ci
2019-07-04T18:11:40.170Z,35.7265,-117.5416667,2.57,2.07,ml,16,93,0.09996,0.18,ci,ci37223348,2019-08-22T20:50:07.508Z,"13km WSW of Searles Valley, CA",earthquake,0.36,0.53,0.087,8,reviewed,ci,ci
2019-07-04T18:11:50.260Z,35.6623333,-117.5523333,8.49,2.07,ml,18,124,0.1054,0.12,ci,ci37223356,2019-08-22T21:26:58.750Z,"12km ENE of Ridgecrest, CA",earthquake,0.21,0.86,0.167,11,reviewed,ci,ci
2019-07-04T18:12:16.660Z,35.7033333,-117.4811667,0.18,1.9,ml,19,86,0.1176,0.15,ci,ci37223364,2019-08-22T21:33:12.419Z,"10km SW of Searles Valley, CA",earthquake,0.26,0.48,0.118,10,reviewed,ci,ci
2019-07-04T18:12:46.430Z,35.745,-117.5235,6.73,2.2,ml,14,99,0.09276,0.1,ci,ci37223372,2019-08-22T21:53:30.623Z,"11km WSW of Searles Valley, CA",earthquake,0.36,0.62,0.147,2,reviewed,ci,ci
2019-07-04T18:12:52.070Z,35.6703333,-117.5605,6.91,3.44,ml,38,58,0.1158,0.14,ci,ci38443431,2019-09-26T14:30:10.040Z,"12km ENE of Ridgecrest, CA",earthquake,0.14,0.49,0.138,92,reviewed,ci,ci
2019-07-04T18:13:45.530Z,35.7003333,-117.4873333,10.98,2.89,ml,23,85,0.1154,0.15,ci,ci37223380,2019-08-22T22:45:46.473Z,"11km SW of Searles Valley, CA",earthquake,0.32,0.63,0.199,7,reviewed,ci,ci
2019-07-04T18:13:51.400Z,35.7081667,-117.485,6.44,3.5,ml,27,63,0.1228,0.16,ci,ci38443439,2019-09-26T14:31:02.040Z,"10km SW of Searles Valley, CA",earthquake,0.2,0.71,0.178,166,reviewed,ci,ci
2019-07-04T18:14:34.910Z,35.7036667,-117.4928333,4.04,2.12,ml,16,105,0.1195,0.27,ci,ci37223388,2019-08-22T22:52:36.897Z,"11km SW of Searles Valley, CA",earthquake,0.58,1.5,0.123,6,reviewed,ci,ci
2019-07-04T18:14:53.270Z,35.7371667,-117.5328333,8.2,1.9,ml,13,139,0.09441,0.14,ci,ci37223396,2019-08-22T23:00:56.883Z,"12km WSW of Searles Valley, CA",earthquake,0.47,1.09,0.04,3,reviewed,ci,ci
2019-07-04T18:15:04.970Z,35.6103333,-117.595,4.94,2.75,ml,38,60,0.1108,0.22,ci,ci38443447,2019-09-26T14:30:10.040Z,"7km E of Ridgecrest, CA",earthquake,0.24,0.8,0.195,29,reviewed,ci,ci
2019-07-04T18:15:12.820Z,35.6691667,-117.5203333,1.84,3.23,ml,28,81,0.09512,0.2,ci,ci37420701,2019-08-22T23:22:56.767Z,"15km ENE of Ridgecrest, CA",earthquake,0.22,0.36,0.14,192,reviewed,ci,ci
2019-07-04T18:16:04.660Z,35.6955,-117.4878333,11.28,2.13,ml,25,86,0.1107,0.12,ci,ci38443455,2019-08-22T23:44:10.542Z,"11km SW of Searles Valley, CA",earthquake,0.24,0.34,0.172,14,reviewed,ci,ci
2019-07-04T18:16:20.340Z,35.678,-117.5095,1.16,1.86,ml,14,102,0.0991,0.17,ci,ci37223468,2019-08-23T16:56:29.056Z,"14km SW of Searles Valley, CA",earthquake,0.3,0.48,0.122,9,reviewed,ci,ci
2019-07-04T18:16:33.730Z,35.7251667,-117.5335,6.74,2.94,ml,49,60,0.1043,0.14,ci,ci38443463,2019-09-26T14:30:10.040Z,"13km WSW of Searles Valley, CA",earthquake,0.12,0.4,0.147,26,reviewed,ci,ci
2019-07-04T18:16:53.090Z,35.7248333,-117.5263333,2.85,1.99,ml,11,141,0.1076,0.12,ci,ci37223636,2019-08-23T17:34:53.101Z,"12km WSW of Searles Valley, CA",earthquake,0.37,0.46,0.03,5,reviewed,ci,ci
2019-07-04T18:17:05.280Z,35.7081667,-117.4746667,1.24,2.21,ml,17,109,0.1218,0.2,ci,ci37223644,2019-08-23T17:45:44.939Z,"9km SW of Searles Valley, CA",earthquake,0.41,0.78,0.039,6,reviewed,ci,ci
2019-07-04T18:17:15.320Z,35.7185,-117.5336667,4.94,2.87,ml,34,59,0.11,0.17,ci,ci38443471,2019-08-23T17:55:46.900Z,"13km WSW of Searles Valley, CA",earthquake,0.2,0.58,0.106,30,reviewed,ci,ci
2019-07-04T18:17:37.400Z,35.6805,-117.484,5.61,1.79,ml,7,157,0.09546,0.1,ci,ci37223652,2019-08-23T18:17:25.965Z,"12km SW of Searles Valley, CA",earthquake,1.56,2.81,0.015,2,reviewed,ci,ci
2019-07-04T18:17:56.020Z,35.7331667,-117.5265,10.69,2.21,ml,27,59,0.1006,0.11,ci,ci38443479,2019-08-23T18:28:35.944Z,"12km WSW of Searles Valley, CA",earthquake,0.17,0.36,0.183,21,reviewed,ci,ci
2019-07-04T18:18:11.100Z,35.712,-117.6213333,6.97,2.2,ml,6,152,0.1802,0.15,ci,ci37223668,2019-08-23T19:46:30.785Z,"11km NNE of Ridgecrest, CA",earthquake,0.52,1.75,0.175,1,reviewed,ci,ci
2019-07-04T18:18:18.670Z,35.7505,-117.552,7.7,1.84,ml,15,88,0.07488,0.11,ci,ci37223660,2019-08-23T19:37:26.783Z,"14km W of Searles Valley, CA",earthquake,0.32,0.54,0.056,8,reviewed,ci,ci
2019-07-04T18:18:45.720Z,35.638,-117.611,9.43,3.38,ml,61,36,0.1259,0.14,ci,ci38443487,2022-09-24T01:02:03.459Z,"6km ENE of Ridgecrest, CA",earthquake,0.11,0.33,0.141,50,reviewed,ci,ci
2019-07-04T18:18:52.070Z,35.6123333,-117.624,0,2.98,ml,15,76,0.1303,0.23,ci,ci37223676,2019-08-23T20:18:32.421Z,"5km ESE of Ridgecrest, CA",earthquake,0.37,0.63,0.097,5,reviewed,ci,ci
2019-07-04T18:19:08.090Z,35.7236667,-117.5085,11.57,2.6,ml,17,145,0.117,0.19,ci,ci37223684,2019-08-23T20:28:24.087Z,"11km WSW of Searles Valley, CA",earthquake,0.43,0.96,0.11,13,reviewed,ci,ci
2019-07-04T18:19:21.690Z,35.642,-117.5468333,1.88,2.4,ml,17,79,0.08844,0.13,ci,ci37223692,2019-08-23T20:36:17.245Z,"12km ENE of Ridgecrest, CA",earthquake,0.22,0.53,0.092,8,reviewed,ci,ci
2019-07-04T18:19:58.130Z,35.6958333,-117.4946667,9.03,2.08,ml,18,146,0.1123,0.08,ci,ci37223700,2019-08-23T20:45:09.231Z,"11km SW of Searles Valley, CA",earthquake,0.27,0.85,0.065,6,reviewed,ci,ci
2019-07-04T18:20:07.520Z,35.6598333,-117.532,7.26,2.13,ml,18,93,0.09267,0.12,ci,ci37223708,2019-08-23T21:10:43.428Z,"14km ENE of Ridgecrest, CA",earthquake,0.25,1.03,0.129,10,reviewed,ci,ci
2019-07-04T18:20:20.440Z,35.7043333,-117.4835,3.59,2.44,ml,32,63,0.1189,0.16,ci,ci37223788,2019-08-23T21:22:19.275Z,"10km SW of Searles Valley, CA",earthquake,0.21,0.59,0.167,25,reviewed,ci,ci
2019-07-04T18:20:43.160Z,35.6823333,-117.5931667,2.9,1.73,ml,7,263,0.1285,0.12,ci,ci37223796,2019-08-23T23:35:03.069Z,"10km NE of Ridgecrest, CA",earthquake,1.83,3.29,0.121,3,reviewed,ci,ci
2019-07-04T18:21:01.410Z,35.731,-117.5235,9.53,1.99,ml,17,142,0.1038,0.07,ci,ci37223948,2019-08-23T23:43:22.045Z,"12km WSW of Searles Valley, CA",earthquake,0.28,0.47,0.079,10,reviewed,ci,ci
2019-07-04T18:21:13.740Z,35.7305,-117.5235,8.46,2.16,ml,15,142,0.1042,0.09,ci,ci37223956,2019-08-23T23:52:58.299Z,"12km WSW of Searles Valley, CA",earthquake,0.33,0.92,0.087,6,reviewed,ci,ci
2019-07-04T18:21:16.760Z,35.592,-117.5791667,9.75,2.2,ml,9,92,0.09549,0.2,ci,ci37223964,2019-08-23T23:57:50.454Z,"9km ESE of Ridgecrest, CA",earthquake,0.49,1.56,0.145,4,reviewed,ci,ci
2019-07-04T18:21:25.340Z,35.6788333,-117.5153333,2.91,2.61,ml,32,61,0.1018,0.17,ci,ci38443495,2019-08-24T00:04:13.268Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.54,0.131,31,reviewed,ci,ci
2019-07-04T18:21:47.960Z,35.6268333,-117.5963333,10.86,1.92,ml,17,88,0.1165,0.13,ci,ci37223972,2019-08-24T00:33:03.213Z,"7km E of Ridgecrest, CA",earthquake,0.29,0.64,0.044,4,reviewed,ci,ci
2019-07-04T18:21:50.720Z,35.737,-117.5481667,2.61,2.04,ml,20,71,0.08822,0.15,ci,ci37223980,2019-08-24T00:32:16.728Z,"14km WSW of Searles Valley, CA",earthquake,0.25,0.42,0.102,9,reviewed,ci,ci
2019-07-04T18:22:04.840Z,35.6741667,-117.5343333,6.68,2.15,ml,18,76,0.1054,0.18,ci,ci37224108,2019-08-24T00:41:22.035Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,1.06,0.16,10,reviewed,ci,ci
2019-07-04T18:22:26.710Z,35.723,-117.5345,7.59,1.77,ml,18,138,0.1058,0.17,ci,ci37224268,2019-08-26T17:45:35.298Z,"13km WSW of Searles Valley, CA",earthquake,0.46,1.43,0.129,5,reviewed,ci,ci
2019-07-04T18:22:42.340Z,35.6886667,-117.4763333,10.37,2.16,ml,21,125,0.1026,0.1,ci,ci37224276,2019-08-26T18:08:01.374Z,"11km SW of Searles Valley, CA",earthquake,0.26,0.5,0.138,8,reviewed,ci,ci
2019-07-04T18:22:47.150Z,35.7166667,-117.5253333,4.54,2.06,ml,13,140,0.115,0.12,ci,ci38443511,2019-08-26T18:06:10.923Z,"12km WSW of Searles Valley, CA",earthquake,0.36,0.49,0.105,6,reviewed,ci,ci
2019-07-04T18:22:58.480Z,35.7305,-117.5346667,7.7,2.08,ml,10,139,0.09923,0.09,ci,ci37224292,2019-08-26T18:34:05.821Z,"12km WSW of Searles Valley, CA",earthquake,0.34,0.85,0.045,3,reviewed,ci,ci
2019-07-04T18:23:00.100Z,35.6901667,-117.4991667,2.75,2.03,ml,15,104,0.1077,0.13,ci,ci37224284,2019-08-26T18:45:29.327Z,"12km SW of Searles Valley, CA",earthquake,0.31,0.77,0.13,7,reviewed,ci,ci
2019-07-04T18:23:09.010Z,35.7286667,-117.5078333,10.39,1.91,ml,12,163,0.1134,0.14,ci,ci37224300,2019-08-26T18:52:06.374Z,"10km WSW of Searles Valley, CA",earthquake,0.43,1.02,0.067,5,reviewed,ci,ci
2019-07-04T18:23:15.710Z,35.7371667,-117.5085,8.64,1.94,ml,10,207,0.1067,0.19,ci,ci37224308,2019-08-26T18:55:37.447Z,"10km WSW of Searles Valley, CA",earthquake,0.8,1.78,0.135,7,reviewed,ci,ci
2019-07-04T18:23:20.780Z,35.6818333,-117.4931667,10.41,1.85,ml,12,180,0.09841,0.17,ci,ci37224316,2019-08-26T19:04:16.304Z,"12km SW of Searles Valley, CA",earthquake,0.6,1.04,0.177,2,reviewed,ci,ci
2019-07-04T18:23:34.180Z,35.7098333,-117.5078333,0.53,2.02,ml,15,161,0.1284,0.16,ci,ci37224324,2019-08-26T19:15:27.536Z,"11km SW of Searles Valley, CA",earthquake,0.42,0.58,0.19,5,reviewed,ci,ci
2019-07-04T18:23:38.580Z,35.7245,-117.5373333,4.98,2.11,ml,12,93,0.1034,0.08,ci,ci37224332,2019-08-26T19:19:33.200Z,"13km WSW of Searles Valley, CA",earthquake,0.25,0.55,0.086,6,reviewed,ci,ci
2019-07-04T18:23:46.150Z,35.5775,-117.6258333,6.79,2.11,ml,23,87,0.108,0.17,ci,ci37224340,2019-08-26T19:25:21.360Z,"7km SE of Ridgecrest, CA",earthquake,0.24,0.68,0.168,13,reviewed,ci,ci
2019-07-04T18:24:35.420Z,35.7016667,-117.5243333,6.68,1.58,ml,13,139,0.1256,0.13,ci,ci37224348,2019-08-26T19:37:45.456Z,"13km SW of Searles Valley, CA",earthquake,0.5,0.79,0.131,5,reviewed,ci,ci
2019-07-04T18:24:53.670Z,35.5895,-117.6038333,7.08,1.84,ml,12,103,0.1155,0.18,ci,ci37224356,2019-08-26T21:02:29.915Z,"7km ESE of Ridgecrest, CA",earthquake,0.35,0.89,0.086,7,reviewed,ci,ci
2019-07-04T18:25:04.980Z,35.6445,-117.6281667,2.88,2.02,ml,10,105,0.1105,0.2,ci,ci37224372,2019-08-26T21:52:49.553Z,"5km ENE of Ridgecrest, CA",earthquake,0.52,1.63,0.092,4,reviewed,ci,ci
2019-07-04T18:25:29.620Z,35.7366667,-117.5655,6.5,2.14,ml,14,71,0.08309,0.14,ci,ci37224364,2019-08-26T19:59:58.842Z,"15km WSW of Searles Valley, CA",earthquake,0.36,0.77,0.121,3,reviewed,ci,ci
2019-07-04T18:25:30.760Z,35.6168333,-117.6036667,11.28,2.35,ml,23,93,0.1192,0.15,ci,ci38443503,2019-08-26T21:53:20.875Z,"6km E of Ridgecrest, CA",earthquake,0.22,0.68,0.143,26,reviewed,ci,ci
2019-07-04T18:26:03.750Z,35.6638333,-117.5245,2.53,3.13,ml,47,61,0.09236,0.13,ci,ci38443519,2019-09-26T14:30:10.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.13,0.45,0.149,26,reviewed,ci,ci
2019-07-04T18:26:21.480Z,35.6781667,-117.5008333,2.09,2.41,ml,11,104,0.09673,0.19,ci,ci37224388,2019-08-27T00:39:46.024Z,"13km SW of Searles Valley, CA",earthquake,0.48,0.72,0.04,4,reviewed,ci,ci
2019-07-04T18:26:30.630Z,35.6845,-117.497,5.1,2.18,ml,16,105,0.1018,0.14,ci,ci37224380,2019-08-27T00:34:13.123Z,"12km SW of Searles Valley, CA",earthquake,0.32,0.59,0.106,9,reviewed,ci,ci
2019-07-04T18:26:49.190Z,35.7238333,-117.4968333,2.18,1.97,ml,13,169,0.1229,0.22,ci,ci37224428,2019-08-27T20:09:04.376Z,"10km WSW of Searles Valley, CA",earthquake,0.53,0.76,0.309,4,reviewed,ci,ci
2019-07-04T18:27:26.770Z,35.6748333,-117.5143333,2.68,3.29,ml,40,62,0.09784,0.13,ci,ci38443527,2019-09-26T14:30:10.040Z,"14km SW of Searles Valley, CA",earthquake,0.14,0.39,0.128,31,reviewed,ci,ci
2019-07-04T18:27:59.440Z,35.745,-117.5521667,6.64,4.23,mlr,57,44,0.07964,0.15,ci,ci38443535,2019-09-26T14:30:10.040Z,"14km W of Searles Valley, CA",earthquake,0.12,0.41,0.141,43,reviewed,ci,ci
2019-07-04T18:28:43.640Z,35.6661667,-117.5656667,7.14,3.75,mlr,45,43,0.1159,0.13,ci,ci38443543,2022-06-16T17:42:59.588Z,"11km ENE of Ridgecrest, CA",earthquake,0.13,0.46,0.143,30,reviewed,ci,ci
2019-07-04T18:31:34.740Z,35.7275,-117.5465,6.06,2.27,ml,23,77,0.09733,0.14,ci,ci37224436,2019-08-27T21:05:55.524Z,"14km WSW of Searles Valley, CA",earthquake,0.23,0.75,0.074,14,reviewed,ci,ci
2019-07-04T18:32:09.590Z,35.7151667,-117.5438333,5.81,1.95,ml,19,102,0.1094,0.12,ci,ci37224444,2019-08-27T21:47:51.067Z,"14km WSW of Searles Valley, CA",earthquake,0.36,0.95,0.114,7,reviewed,ci,ci
2019-07-04T18:32:16.150Z,35.7385,-117.5126667,7.65,2.31,ml,16,100,0.1034,0.19,ci,ci37224452,2019-08-27T22:17:24.001Z,"10km WSW of Searles Valley, CA",earthquake,0.5,1.48,0.183,9,reviewed,ci,ci
2019-07-04T18:32:23.430Z,35.7013333,-117.4845,6.1,2.06,ml,11,183,0.116,0.28,ci,ci37224460,2019-08-27T22:24:47.394Z,"10km SW of Searles Valley, CA",earthquake,0.83,2.77,0.068,6,reviewed,ci,ci
2019-07-04T18:32:43.080Z,35.6921667,-117.5038333,1.11,1.96,ml,20,84,0.1108,0.21,ci,ci37224468,2019-08-27T22:46:02.116Z,"12km SW of Searles Valley, CA",earthquake,0.29,0.77,0.121,11,reviewed,ci,ci
2019-07-04T18:33:11.450Z,35.6185,-117.5823333,1.98,2.04,ml,29,50,0.103,0.16,ci,ci37224476,2019-08-27T23:13:54.719Z,"8km E of Ridgecrest, CA",earthquake,0.18,0.32,0.117,21,reviewed,ci,ci
2019-07-04T18:33:47.060Z,35.6815,-117.498,3,1.99,ml,26,63,0.09918,0.15,ci,ci38443551,2019-08-28T18:44:34.740Z,"13km SW of Searles Valley, CA",earthquake,0.22,0.56,0.141,19,reviewed,ci,ci
2019-07-04T18:34:04.250Z,35.6508333,-117.5433333,1.55,2.48,ml,34,59,0.09214,0.16,ci,ci38443559,2019-10-23T20:07:43.890Z,"12km ENE of Ridgecrest, CA",earthquake,0.18,0.31,0.148,32,reviewed,ci,ci
2019-07-04T18:34:43.710Z,35.7338333,-117.538,7.12,2.04,ml,12,159,0.09498,0.16,ci,ci37224596,2019-08-28T19:15:44.635Z,"13km WSW of Searles Valley, CA",earthquake,0.51,0.92,0.082,4,reviewed,ci,ci
2019-07-04T18:34:49.010Z,35.6895,-117.4883333,0.63,2.59,ml,29,63,0.105,0.15,ci,ci37224604,2019-08-28T19:05:38.284Z,"12km SW of Searles Valley, CA",earthquake,0.18,0.37,0.157,35,reviewed,ci,ci
2019-07-04T18:35:05.150Z,35.6201667,-117.5906667,7.97,1.94,ml,11,108,0.1099,0.12,ci,ci37229396,2019-10-23T00:34:43.390Z,"8km E of Ridgecrest, CA",earthquake,0.29,1.29,0.003,2,reviewed,ci,ci
2019-07-04T18:35:18.740Z,35.6388333,-117.5548333,4.43,2.32,ml,34,65,0.09178,0.14,ci,ci38443567,2019-10-16T16:52:32.811Z,"11km E of Ridgecrest, CA",earthquake,0.15,0.44,0.095,18,reviewed,ci,ci
2019-07-04T18:35:44.180Z,35.7181667,-117.5521667,6.78,2.05,ml,21,142,0.1041,0.1,ci,ci37229316,2019-10-23T20:09:04.110Z,"14km WSW of Searles Valley, CA",earthquake,0.32,0.52,0.099,7,reviewed,ci,ci
2019-07-04T18:35:50.890Z,35.6021667,-117.603,4.21,2.98,ml,24,59,0.1158,0.19,ci,ci37229300,2019-10-16T16:51:25.201Z,"7km ESE of Ridgecrest, CA",earthquake,0.23,0.73,0.149,4,reviewed,ci,ci
2019-07-04T18:36:26.560Z,35.6335,-117.5856667,7.07,1.95,ml,12,114,0.111,0.13,ci,ci37229484,2019-10-23T20:11:36.068Z,"8km E of Ridgecrest, CA",earthquake,0.27,1.04,0.085,6,reviewed,ci,ci
2019-07-04T18:36:26.590Z,35.634,-117.5848333,6.26,1.89,ml,23,105,0.1106,0.16,ci,ci37229412,2019-10-23T20:11:55.016Z,"8km E of Ridgecrest, CA",earthquake,0.21,0.83,0.104,12,reviewed,ci,ci
2019-07-04T18:36:33.880Z,35.7681667,-117.6603333,7.54,1.79,ml,12,98,0.06973,0.17,ci,ci37229468,2019-10-23T20:12:10.141Z,"16km N of Ridgecrest, CA",earthquake,0.44,0.89,0.119,4,reviewed,ci,ci
2019-07-04T18:36:50.830Z,35.683,-117.5108333,4.14,2.35,ml,42,62,0.1041,0.19,ci,ci38443583,2019-10-23T18:38:20.627Z,"14km SW of Searles Valley, CA",earthquake,0.18,0.56,0.103,23,reviewed,ci,ci
2019-07-04T18:37:31.680Z,35.7223333,-117.5643333,4.12,2.63,ml,46,57,0.09703,0.16,ci,ci38443591,2019-10-16T21:32:20.764Z,"15km NE of Ridgecrest, CA",earthquake,0.13,0.47,0.134,23,reviewed,ci,ci
2019-07-04T18:37:44.400Z,35.6693333,-117.525,1.81,2.31,ml,20,77,0.09721,0.23,ci,ci37229508,2019-10-16T21:32:04.262Z,"15km ENE of Ridgecrest, CA",earthquake,0.35,0.61,0.167,4,reviewed,ci,ci
2019-07-04T18:37:56.330Z,35.6623333,-117.6073333,3.38,1.96,ml,5,119,0.1204,0.16,ci,ci37229556,2019-10-23T19:04:16.357Z,"8km NE of Ridgecrest, CA",earthquake,0.46,12.86,0.139,3,reviewed,ci,ci
2019-07-04T18:38:12.560Z,35.6623333,-117.5438333,8,1.93,ml,14,78,0.1007,0.21,ci,ci37229524,2019-10-23T19:12:35.741Z,"13km ENE of Ridgecrest, CA",earthquake,0.44,1.61,0.154,6,reviewed,ci,ci
2019-07-04T18:38:20.000Z,35.7001667,-117.5231667,1.61,2.24,ml,13,120,0.1238,0.24,ci,ci37229532,2019-10-16T21:31:16.516Z,"13km SW of Searles Valley, CA",earthquake,0.73,0.61,0.122,2,reviewed,ci,ci
2019-07-04T18:38:37.560Z,35.6245,-117.5891667,7.84,1.51,ml,12,111,0.1102,0.12,ci,ci37229540,2019-10-23T19:18:23.025Z,"8km E of Ridgecrest, CA",earthquake,0.37,1.16,0.113,5,reviewed,ci,ci
2019-07-04T18:38:45.630Z,35.704,-117.4935,7.91,2.58,ml,32,83,0.12,0.15,ci,ci37229572,2019-10-16T22:20:59.016Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.81,0.144,22,reviewed,ci,ci
2019-07-04T18:38:56.130Z,35.6708333,-117.5211667,6.66,2.29,ml,19,78,0.0969,0.15,ci,ci37229580,2019-10-16T22:20:42.660Z,"15km ENE of Ridgecrest, CA",earthquake,0.25,0.78,0.131,7,reviewed,ci,ci
2019-07-04T18:39:44.440Z,35.6013333,-117.597,2.81,4.59,mw,48,39,0.1109,0.14,ci,ci38443607,2020-05-21T01:04:23.535Z,"7km ESE of Ridgecrest, CA",earthquake,0.13,0.43,,4,reviewed,ci,ci
2019-07-04T18:40:56.740Z,35.652,-117.5368333,2.03,3.05,ml,26,73,0.08927,0.12,ci,ci37224612,2019-08-28T20:35:58.217Z,"13km ENE of Ridgecrest, CA",earthquake,0.16,0.41,0.064,10,reviewed,ci,ci
2019-07-04T18:41:14.270Z,35.6763333,-117.5115,2.13,3.07,ml,27,101,0.09822,0.15,ci,ci38443615,2019-09-26T14:30:11.040Z,"14km SW of Searles Valley, CA",earthquake,0.2,0.49,0.144,18,reviewed,ci,ci
2019-07-04T18:43:38.030Z,35.7161667,-117.5085,11.96,1.79,ml,19,144,0.1229,0.17,ci,ci37229876,2019-10-17T18:25:59.378Z,"11km WSW of Searles Valley, CA",earthquake,0.33,0.87,0.088,7,reviewed,ci,ci
2019-07-04T18:44:09.220Z,35.6033333,-117.6106667,2.47,1.97,ml,19,95,0.1222,0.12,ci,ci38443623,2019-10-23T22:28:24.778Z,"6km ESE of Ridgecrest, CA",earthquake,0.21,0.58,0.101,7,reviewed,ci,ci
2019-07-04T18:44:12.400Z,35.7411667,-117.5331667,11.13,2.22,ml,17,161,0.09097,0.16,ci,ci37229716,2019-10-23T19:27:28.275Z,"12km WSW of Searles Valley, CA",earthquake,0.33,0.5,0.097,9,reviewed,ci,ci
2019-07-04T18:44:25.000Z,35.719,-117.5586667,2.06,3.09,ml,52,57,0.1016,0.16,ci,ci38443631,2019-09-26T14:30:11.040Z,"15km WSW of Searles Valley, CA",earthquake,0.12,0.26,0.127,183,reviewed,ci,ci
2019-07-04T18:44:49.460Z,35.6703333,-117.5603333,7.2,2.46,ml,21,94,0.1157,0.12,ci,ci37422013,2019-10-18T17:57:15.161Z,"12km ENE of Ridgecrest, CA",earthquake,0.21,1.08,0.173,8,reviewed,ci,ci
2019-07-04T18:45:13.900Z,35.7353333,-117.5416667,8.58,1.63,ml,12,169,0.09219,0.12,ci,ci37230356,2019-10-18T18:00:31.753Z,"13km WSW of Searles Valley, CA",earthquake,0.42,0.97,0.1,5,reviewed,ci,ci
2019-07-04T18:45:41.830Z,35.646,-117.545,1.69,1.84,ml,26,79,0.08987,0.22,ci,ci38443639,2020-01-28T17:59:00.991Z,"12km ENE of Ridgecrest, CA",earthquake,0.26,0.51,0.142,12,reviewed,ci,ci
2019-07-04T18:45:58.490Z,35.6666667,-117.535,2.69,1.84,ml,13,130,0.09958,0.19,ci,ci37230196,2019-10-17T17:17:52.335Z,"14km ENE of Ridgecrest, CA",earthquake,0.44,0.72,0.047,2,reviewed,ci,ci
